survey_prefix,area_code,datatype_code,size_code,ownership_code,industry_code,industry_title,year,aggregation_level,first_quarter_status_code,first_quarter_number_of_establishments,january_employment,february_employment,march_employment,first_quarter_total_wages,first_quarter_taxable_wages,first_quarter_contributions,first_quarter_average_weekly_wage,second_quarter_status_code,second_quarter_number_of_establishments,april_employment,may_employment,june_employment,second_quarter_total_wages,second_quarter_taxable_wages,second_quarter_contributions,second_quarter_average_weekly_wage,third_quarter_status_code,third_quarter_number_of_establishments,july_employment,august_employment,september_employment,third_quarter_total_wages,third_quarter_taxable_wages,third_quarter_contributions,third_quarter_average_weekly_wage,fourth_quarter_status_code,fourth_quarter_number_of_establishments,october_employment,november_employment,december_employment,fourth_quarter_total_wages,fourth_quarter_taxable_wages,fourth_quarter_contributions,fourth_quarter_average_weekly_wage,annual_status_code,annual_average_number_of_establishments,annual_average_employment,annual_total_wages,annual_taxable_wages,annual_contributions,annual_average_weekly_wage,annual_average_pay
ENU,48423,0,0,5,56291,Remediation services,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,562910,Remediation services,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,56299,All other waste management services,2010,77,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0
ENU,48423,0,0,5,562991,Septic tank and related services,2010,78,,4,61,61,62,259919,257797,3121,326,,4,51,51,51,278474,152016,1699,420,,4,55,55,55,314536,68871,794,440,,4,57,57,57,370030,70135,828,499,,4,56,1222959,548819,6442,419,21806
ENU,48423,0,0,5,562998,Miscellaneous waste management services,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,61,Educational services,2010,74,,32,555,575,474,3215121,2757915,89309,463,,32,563,556,487,3709246,1069800,25171,533,,33,448,538,560,2718416,549835,11163,406,,32,614,619,606,3948685,668333,16731,496,,32,550,13591468,5045883,142374,476,24730
ENU,48423,0,0,5,611,Educational services,2010,75,,32,555,575,474,3215121,2757915,89309,463,,32,563,556,487,3709246,1069800,25171,533,,33,448,538,560,2718416,549835,11163,406,,32,614,619,606,3948685,668333,16731,496,,32,550,13591468,5045883,142374,476,24730
ENU,48423,0,0,5,6111,Elementary and secondary schools,2010,76,,6,223,238,143,1235542,1127434,19106,472,,6,234,240,199,1508220,493580,6093,517,,6,198,224,256,1389642,271155,4423,473,,6,282,287,282,1825780,354711,5557,495,,6,234,5959184,2246880,35179,490,25485
ENU,48423,0,0,5,61111,Elementary and secondary schools,2010,77,,6,223,238,143,1235542,1127434,19106,472,,6,234,240,199,1508220,493580,6093,517,,6,198,224,256,1389642,271155,4423,473,,6,282,287,282,1825780,354711,5557,495,,6,234,5959184,2246880,35179,490,25485
ENU,48423,0,0,5,611110,Elementary and secondary schools,2010,78,,6,223,238,143,1235542,1127434,19106,472,,6,234,240,199,1508220,493580,6093,517,,6,198,224,256,1389642,271155,4423,473,,6,282,287,282,1825780,354711,5557,495,,6,234,5959184,2246880,35179,490,25485
ENU,48423,0,0,5,6112,Junior colleges,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,61121,Junior colleges,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,611210,Junior colleges,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,6113,Colleges and universities,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,61131,Colleges and universities,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,611310,Colleges and universities,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,6114,"Business, computer and management training",2010,76,,5,7,7,7,82280,47495,1049,904,,5,7,5,6,68710,10508,75,881,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,,5,6,301135,72008,1327,939,48833
ENU,48423,0,0,5,61142,Computer training,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,611420,Computer training,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,61143,Management training,2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,611430,Management training,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,6115,Technical and trade schools,2010,76,,3,8,7,7,33714,30714,936,354,,3,7,8,8,44614,21294,682,448,,3,8,9,10,53669,11337,104,459,,3,10,10,10,54740,12507,117,421,,3,9,186737,75852,1839,422,21969
ENU,48423,0,0,5,61151,Technical and trade schools,2010,77,,3,8,7,7,33714,30714,936,354,,3,7,8,8,44614,21294,682,448,,3,8,9,10,53669,11337,104,459,,3,10,10,10,54740,12507,117,421,,3,9,186737,75852,1839,422,21969
ENU,48423,0,0,5,611511,Cosmetology and barber schools,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,611513,Apprenticeship training,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,611519,Other technical and trade schools,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,6116,Other schools and instruction,2010,76,,14,171,170,167,531901,491813,6616,242,,14,166,171,170,552964,281224,3597,252,,15,156,165,171,558729,185447,2852,262,,14,164,161,152,515806,125886,1551,250,,14,165,2159400,1084370,14616,251,13061
ENU,48423,0,0,5,61161,Fine arts schools,2010,77,,4,38,38,37,85782,79782,572,175,,4,36,36,35,76065,44322,318,164,,4,28,25,29,71142,23891,170,200,,4,30,32,29,84282,26570,189,214,,4,33,317271,174565,1249,186,9688
ENU,48423,0,0,5,611610,Fine arts schools,2010,78,,4,38,38,37,85782,79782,572,175,,4,36,36,35,76065,44322,318,164,,4,28,25,29,71142,23891,170,200,,4,30,32,29,84282,26570,189,214,,4,33,317271,174565,1249,186,9688
ENU,48423,0,0,5,61162,Sports and recreation instruction,2010,77,,6,32,31,31,104080,92482,773,256,,6,29,29,26,100214,50642,470,275,,6,25,26,31,95808,33527,267,270,,6,34,34,33,101758,33547,257,233,,6,30,401860,210198,1767,257,13358
ENU,48423,0,0,5,611620,Sports and recreation instruction,2010,78,,6,32,31,31,104080,92482,773,256,,6,29,29,26,100214,50642,470,275,,6,25,26,31,95808,33527,267,270,,6,34,34,33,101758,33547,257,233,,6,30,401860,210198,1767,257,13358
ENU,48423,0,0,5,61169,All other schools and instruction,2010,77,,4,101,101,99,342039,319549,5271,262,,4,101,106,109,376685,186260,2809,275,,5,103,114,111,391779,128029,2415,276,,4,100,95,90,329766,65769,1105,267,,4,103,1440269,699607,11600,270,14051
ENU,48423,0,0,5,611691,Exam preparation and tutoring,2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,,3,89,97,96,323059,95809,2005,264,N,2,0,0,0,0,0,0,0,,3,88,1213249,595897,10677,264,13735
ENU,48423,0,0,5,611692,Automobile driving schools,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,611699,Miscellaneous schools and instruction,2010,78,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,6117,Educational support services,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,61171,Educational support services,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,611710,Educational support services,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,62,Health care and social assistance,2010,74,,545,19136,18961,19218,213329618,63821813,1178644,859,,543,19663,19671,19607,232277357,25073307,476214,909,,538,19653,19607,19313,236873953,14449786,267520,933,,547,19838,19705,19782,266800556,13214401,263069,1038,,543,19513,949281484,116559307,2185447,936,48649
ENU,48423,0,0,5,621,Ambulatory health care services,2010,75,,402,8630,8549,8585,117257610,43072597,746205,1050,,399,8955,8894,8789,130448452,14545754,254997,1130,,396,8939,8908,8657,134653734,8401217,143148,1172,,406,9126,8999,8993,156533677,8355241,159722,1332,,401,8835,538893473,74374809,1304072,1173,60993
ENU,48423,0,0,5,6211,Offices of physicians,2010,76,,181,3091,3089,3135,78940544,17284850,286607,1956,,178,3121,3121,3134,87448720,3876216,73517,2152,,176,3150,3161,3166,91819184,1621887,28084,2236,,178,3152,3157,3179,108740511,1458496,24854,2645,,178,3138,366948959,24241449,413062,2249,116937
ENU,48423,0,0,5,62111,Offices of physicians,2010,77,,181,3091,3089,3135,78940544,17284850,286607,1956,,178,3121,3121,3134,87448720,3876216,73517,2152,,176,3150,3161,3166,91819184,1621887,28084,2236,,178,3152,3157,3179,108740511,1458496,24854,2645,,178,3138,366948959,24241449,413062,2249,116937
ENU,48423,0,0,5,621111,"Offices of physicians, except mental health",2010,78,,176,3079,3076,3120,78764894,17200940,285119,1960,,173,3107,3106,3121,87269729,3852238,73156,2158,,171,3137,3148,3152,91650345,1612065,28016,2241,,173,3138,3143,3165,108541022,1448629,24784,2652,,173,3124,366225990,24113872,411075,2254,117217
ENU,48423,0,0,5,621112,Offices of mental health physicians,2010,78,,5,12,13,15,175650,83910,1488,1013,,5,14,15,13,178991,23978,361,983,,5,13,13,14,168839,9822,68,974,,5,14,14,14,199489,9867,70,1096,,5,14,722969,127577,1987,1017,52900
ENU,48423,0,0,5,6212,Offices of dentists,2010,76,,76,776,789,817,9957585,5474136,82681,965,,77,818,840,857,11620990,1952048,28424,1066,,76,898,902,903,11320349,1050912,16181,966,,83,889,915,915,12807930,1120098,24445,1087,,78,860,45706854,9597194,151731,1022,53153
ENU,48423,0,0,5,62121,Offices of dentists,2010,77,,76,776,789,817,9957585,5474136,82681,965,,77,818,840,857,11620990,1952048,28424,1066,,76,898,902,903,11320349,1050912,16181,966,,83,889,915,915,12807930,1120098,24445,1087,,78,860,45706854,9597194,151731,1022,53153
ENU,48423,0,0,5,621210,Offices of dentists,2010,78,,76,776,789,817,9957585,5474136,82681,965,,77,818,840,857,11620990,1952048,28424,1066,,76,898,902,903,11320349,1050912,16181,966,,83,889,915,915,12807930,1120098,24445,1087,,78,860,45706854,9597194,151731,1022,53153
ENU,48423,0,0,5,6213,Offices of other health practitioners,2010,76,,70,424,426,420,3411653,2251650,33425,620,,69,416,407,438,3778945,953668,12824,692,,70,422,415,416,3758547,504179,7068,692,,71,409,368,362,3526939,368746,6131,715,,70,410,14476084,4078243,59448,679,35286
ENU,48423,0,0,5,62131,Offices of chiropractors,2010,77,,24,75,74,74,452365,360075,7921,468,,24,54,56,75,481132,181236,3548,600,,25,72,70,77,475172,81349,1468,501,,25,74,73,74,504210,77794,2249,526,,25,71,1912879,700454,15186,521,27069
ENU,48423,0,0,5,621310,Offices of chiropractors,2010,78,,24,75,74,74,452365,360075,7921,468,,24,54,56,75,481132,181236,3548,600,,25,72,70,77,475172,81349,1468,501,,25,74,73,74,504210,77794,2249,526,,25,71,1912879,700454,15186,521,27069
ENU,48423,0,0,5,62132,Offices of optometrists,2010,77,,11,69,71,68,465503,342086,2459,516,,11,71,77,79,597968,230958,1707,608,,11,77,76,72,574144,101644,726,589,,12,76,71,69,640118,79339,566,684,,11,73,2277733,754027,5458,600,31202
ENU,48423,0,0,5,621320,Offices of optometrists,2010,78,,11,69,71,68,465503,342086,2459,516,,11,71,77,79,597968,230958,1707,608,,11,77,76,72,574144,101644,726,589,,12,76,71,69,640118,79339,566,684,,11,73,2277733,754027,5458,600,31202
ENU,48423,0,0,5,62133,Offices of mental health practitioners,2010,77,,10,33,35,34,214830,184048,1321,486,,10,34,34,33,246085,71770,512,562,,10,34,32,31,227931,18726,131,542,,10,32,32,32,275362,11485,81,662,,10,33,964208,286029,2045,562,29218
ENU,48423,0,0,5,621330,Offices of mental health practitioners,2010,78,,10,33,35,34,214830,184048,1321,486,,10,34,34,33,246085,71770,512,562,,10,34,32,31,227931,18726,131,542,,10,32,32,32,275362,11485,81,662,,10,33,964208,286029,2045,562,29218
ENU,48423,0,0,5,62134,Offices of specialty therapists,2010,77,,17,200,195,196,1772827,1080292,19389,692,,16,207,191,201,1806339,361441,5893,696,,15,192,193,193,1829262,266276,4333,730,,15,184,150,146,1382903,161396,2926,665,,16,187,6791331,1869405,32541,697,36253
ENU,48423,0,0,5,621340,Offices of specialty therapists,2010,78,,17,200,195,196,1772827,1080292,19389,692,,16,207,191,201,1806339,361441,5893,696,,15,192,193,193,1829262,266276,4333,730,,15,184,150,146,1382903,161396,2926,665,,16,187,6791331,1869405,32541,697,36253
ENU,48423,0,0,5,62139,Offices of all other health practitioners,2010,77,,8,47,51,48,506128,285149,2335,800,,8,50,49,50,647421,108263,1164,1003,,9,47,44,43,652038,36184,410,1123,,9,43,42,41,724346,38732,309,1327,,9,46,2529933,468328,4218,1052,54701
ENU,48423,0,0,5,621391,Offices of podiatrists,2010,78,,5,25,29,26,230761,151079,1371,666,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,,5,20,20,22,289690,20272,177,1078,,5,24,1144831,263412,2747,927,48203
ENU,48423,0,0,5,621399,Offices of miscellaneous health practitioners,2010,78,,3,22,22,22,275367,134070,964,963,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,,4,23,22,19,434656,18460,132,1567,,4,23,1385102,204916,1471,1184,61560
ENU,48423,0,0,5,6214,Outpatient care centers,2010,76,,18,222,219,221,2014415,1376991,25470,702,,18,222,227,226,2145777,349618,5783,734,,18,222,223,220,2216525,154538,2636,769,,17,219,212,219,2321060,125338,2201,824,,18,221,8697777,2006485,36090,757,39356
ENU,48423,0,0,5,62141,Family planning centers,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,621410,Family planning centers,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,62142,Outpatient mental health centers,2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,621420,Outpatient mental health centers,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,62149,Other outpatient care centers,2010,77,,13,190,186,187,1801672,1200954,21556,738,,13,190,193,192,1884514,268132,4107,756,,13,189,189,187,1958029,123963,1962,800,,13,186,180,186,2038572,92786,1407,852,,13,188,7682787,1685835,29032,786,40884
ENU,48423,0,0,5,621491,HMO medical centers,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,621492,Kidney dialysis centers,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,621493,Freestanding emergency medical centers,2010,78,,4,53,51,51,328171,303538,2729,489,,4,52,54,52,369028,82942,731,539,,4,51,51,49,391695,45882,451,599,,4,49,48,49,425258,31400,271,672,,4,51,1514152,463762,4182,573,29787
ENU,48423,0,0,5,621498,All other outpatient care centers,2010,78,,4,55,53,55,455549,200290,1440,645,,4,56,57,59,497723,58480,420,668,,4,57,58,57,458993,12848,91,616,,4,58,54,59,500109,13401,95,675,,4,57,1912374,285019,2046,651,33847
ENU,48423,0,0,5,6215,Medical and diagnostic laboratories,2010,76,,10,238,219,222,2052575,1546417,42347,698,,10,233,226,229,2304658,419694,11004,773,,10,214,218,223,2000712,144980,3734,705,,10,294,289,285,2869099,649183,20153,763,,10,241,9227044,2760274,77238,737,38313
ENU,48423,0,0,5,62151,Medical and diagnostic laboratories,2010,77,,10,238,219,222,2052575,1546417,42347,698,,10,233,226,229,2304658,419694,11004,773,,10,214,218,223,2000712,144980,3734,705,,10,294,289,285,2869099,649183,20153,763,,10,241,9227044,2760274,77238,737,38313
ENU,48423,0,0,5,621511,Medical laboratories,2010,78,,5,116,96,98,656200,581401,14418,488,,5,105,106,106,715283,234870,5540,521,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,,5,101,2734913,951933,22948,519,26967
ENU,48423,0,0,5,621512,Diagnostic imaging centers,2010,78,,5,122,123,124,1396375,965016,27929,873,,5,128,120,123,1589375,184824,5464,989,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,,5,139,6492131,1808341,54290,896,46566
ENU,48423,0,0,5,6216,Home health care services,2010,76,,39,3504,3438,3394,18082173,13928395,234807,404,,39,3766,3686,3519,20219474,6658114,112110,425,,38,3649,3603,3348,20755573,4811911,81452,452,,39,3787,3684,3659,23173574,4499426,77279,480,,39,3586,82230794,29897846,505648,441,22928
ENU,48423,0,0,5,62161,Home health care services,2010,77,,39,3504,3438,3394,18082173,13928395,234807,404,,39,3766,3686,3519,20219474,6658114,112110,425,,38,3649,3603,3348,20755573,4811911,81452,452,,39,3787,3684,3659,23173574,4499426,77279,480,,39,3586,82230794,29897846,505648,441,22928
ENU,48423,0,0,5,621610,Home health care services,2010,78,,39,3504,3438,3394,18082173,13928395,234807,404,,39,3766,3686,3519,20219474,6658114,112110,425,,38,3649,3603,3348,20755573,4811911,81452,452,,39,3787,3684,3659,23173574,4499426,77279,480,,39,3586,82230794,29897846,505648,441,22928
ENU,48423,0,0,5,6219,Other ambulatory health care services,2010,76,,8,375,369,376,2798665,1210158,40868,577,,8,379,387,386,2929888,336396,11335,587,,8,384,386,381,2782844,112810,3993,558,,8,376,374,374,3094564,133954,4659,635,,8,379,11605961,1793318,60855,589,30629
ENU,48423,0,0,5,62191,Ambulance services,2010,77,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0
ENU,48423,0,0,5,621910,Ambulance services,2010,78,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0
ENU,48423,0,0,5,62199,All other ambulatory health care services,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,621991,Blood and organ banks,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,621999,Miscellaneous ambulatory health care services,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,622,Hospitals,2010,75,,15,7101,7102,7221,76864671,4959764,94861,828,,15,7232,7329,7362,81965366,1179340,24199,863,,15,7253,7229,7219,82602120,678689,13119,878,,15,7252,7239,7273,89784712,487979,9607,952,,15,7234,331216869,7305772,141786,880,45784
ENU,48423,0,0,5,6221,General medical and surgical hospitals,2010,76,,10,6507,6516,6636,72782336,4550609,80149,854,,10,6647,6725,6763,77324670,993422,18014,886,,10,6653,6633,6626,78514603,593929,10288,910,,10,6655,6647,6680,84990789,434157,7812,982,,10,6641,313612398,6572117,116263,908,47226
ENU,48423,0,0,5,62211,General medical and surgical hospitals,2010,77,,10,6507,6516,6636,72782336,4550609,80149,854,,10,6647,6725,6763,77324670,993422,18014,886,,10,6653,6633,6626,78514603,593929,10288,910,,10,6655,6647,6680,84990789,434157,7812,982,,10,6641,313612398,6572117,116263,908,47226
ENU,48423,0,0,5,622110,General medical and surgical hospitals,2010,78,,10,6507,6516,6636,72782336,4550609,80149,854,,10,6647,6725,6763,77324670,993422,18014,886,,10,6653,6633,6626,78514603,593929,10288,910,,10,6655,6647,6680,84990789,434157,7812,982,,10,6641,313612398,6572117,116263,908,47226
ENU,48423,0,0,5,6222,Psychiatric and substance abuse hospitals,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,62221,Psychiatric and substance abuse hospitals,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,622210,Psychiatric and substance abuse hospitals,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,6223,Other hospitals,2010,76,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,62231,Other hospitals,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,622310,Other hospitals,2010,78,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,623,Nursing and residential care facilities,2010,75,,43,2337,2244,2325,13916339,11851532,263775,465,,44,2391,2384,2357,14456537,6772601,151056,468,,45,2363,2372,2340,14025054,3718478,82018,457,,44,2347,2350,2383,14358778,3194041,72749,468,,44,2349,56756708,25536652,569598,465,24158
ENU,48423,0,0,5,6231,Nursing care facilities,2010,76,,19,1409,1315,1401,8331257,7097591,172096,466,,19,1428,1426,1398,8827104,4003386,98610,479,,19,1394,1390,1376,8331224,2278980,54434,462,,18,1382,1364,1369,8463997,1843808,45292,475,,19,1388,33953582,15223765,370432,471,24468
ENU,48423,0,0,5,62311,Nursing care facilities,2010,77,,19,1409,1315,1401,8331257,7097591,172096,466,,19,1428,1426,1398,8827104,4003386,98610,479,,19,1394,1390,1376,8331224,2278980,54434,462,,18,1382,1364,1369,8463997,1843808,45292,475,,19,1388,33953582,15223765,370432,471,24468
ENU,48423,0,0,5,623110,Nursing care facilities,2010,78,,19,1409,1315,1401,8331257,7097591,172096,466,,19,1428,1426,1398,8827104,4003386,98610,479,,19,1394,1390,1376,8331224,2278980,54434,462,,18,1382,1364,1369,8463997,1843808,45292,475,,19,1388,33953582,15223765,370432,471,24468
ENU,48423,0,0,5,6232,Residential mental health facilities,2010,76,N,9,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,,11,442,448,482,3000596,435720,9117,505,N,10,0,0,0,0,0,0
ENU,48423,0,0,5,62321,Residential mental retardation facilities,2010,77,,4,234,238,238,1640380,1258701,31229,533,,4,237,233,230,1526058,797271,19118,503,,4,247,245,249,1394331,355188,8378,434,,5,244,248,278,1508844,282393,6345,452,,4,243,6069613,2693553,65070,480,24935
ENU,48423,0,0,5,623210,Residential mental retardation facilities,2010,78,,4,234,238,238,1640380,1258701,31229,533,,4,237,233,230,1526058,797271,19118,503,,4,247,245,249,1394331,355188,8378,434,,5,244,248,278,1508844,282393,6345,452,,4,243,6069613,2693553,65070,480,24935
ENU,48423,0,0,5,62322,Residential mental and substance abuse care,2010,77,N,5,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,,6,198,200,204,1491752,153327,2772,572,N,6,0,0,0,0,0,0
ENU,48423,0,0,5,623220,Residential mental and substance abuse care,2010,78,N,5,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,N,6,0,0,0,0,0,0,0,,6,198,200,204,1491752,153327,2772,572,N,6,0,0,0,0,0,0
ENU,48423,0,0,5,6233,Community care facilities for the elderly,2010,76,,12,443,444,439,2133159,1893007,33425,371,,12,459,460,461,2280027,1384678,23738,381,,13,468,476,461,2407695,830965,15085,395,N,12,0,0,0,0,0,0,0,N,12,0,0,0,0,0,0
ENU,48423,0,0,5,62331,Community care facilities for the elderly,2010,77,,12,443,444,439,2133159,1893007,33425,371,,12,459,460,461,2280027,1384678,23738,381,,13,468,476,461,2407695,830965,15085,395,N,12,0,0,0,0,0,0,0,N,12,0,0,0,0,0,0
ENU,48423,0,0,5,623311,Continuing care retirement communities,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
